"time","vehicle_id","latitude","longitude","speed","accuracy"
"2025-11-06 04:09:13.013+00","vehicle_001","21.021796883333334","105.90958723333334","3","0.699999988079071"
"2025-11-06 04:09:13.012+00","vehicle_001","21.021779266666666","105.9096092","3.700000047683716","0.699999988079071"
"2025-11-06 04:09:13.012+00","vehicle_001","21.021779266666666","105.9096092","3.700000047683716","0.699999988079071"
"2025-11-06 04:09:13.012+00","vehicle_001","21.021796883333334","105.90958723333334","3","0.699999988079071"
"2025-11-06 04:09:13.012+00","vehicle_001","21.021796883333334","105.90958723333334","3","0.699999988079071"
"2025-11-06 04:09:13.011+00","vehicle_001","21.021779266666666","105.9096092","3.700000047683716","0.699999988079071"
"2025-11-06 04:09:13.011+00","vehicle_001","21.021779266666666","105.9096092","3.700000047683716","0.699999988079071"
"2025-11-06 04:09:13.011+00","vehicle_001","21.021779266666666","105.9096092","3.700000047683716","0.699999988079071"
"2025-11-06 04:09:13.01+00","vehicle_001","21.021779266666666","105.9096092","3.700000047683716","0.699999988079071"
"2025-11-06 04:09:13.01+00","vehicle_001","21.021779266666666","105.9096092","3.700000047683716","0.699999988079071"
"2025-11-06 04:09:13.01+00","vehicle_001","21.021779266666666","105.9096092","3.700000047683716","0.699999988079071"
"2025-11-06 04:09:13.009+00","vehicle_001","21.021779266666666","105.9096092","3.700000047683716","0.699999988079071"
"2025-11-06 04:09:13.009+00","vehicle_001","21.021779266666666","105.9096092","3.700000047683716","0.699999988079071"
"2025-11-06 04:09:13.008+00","vehicle_001","21.021779266666666","105.9096092","3.700000047683716","0.699999988079071"
"2025-11-06 04:09:12.007+00","vehicle_001","21.021779266666666","105.9096092","3.700000047683716","0.699999988079071"
"2025-11-06 04:09:12.006+00","vehicle_001","21.021779266666666","105.9096092","3.700000047683716","0.699999988079071"
"2025-11-06 04:09:12.006+00","vehicle_001","21.021779266666666","105.9096092","3.700000047683716","0.699999988079071"
"2025-11-06 04:09:12.006+00","vehicle_001","21.021779266666666","105.9096092","3.700000047683716","0.699999988079071"
"2025-11-06 04:09:12.006+00","vehicle_001","21.021779266666666","105.9096092","3.700000047683716","0.699999988079071"
"2025-11-06 04:09:12.005+00","vehicle_001","21.021779266666666","105.9096092","3.700000047683716","0.699999988079071"
"2025-11-06 04:09:12.005+00","vehicle_001","21.021779266666666","105.9096092","3.700000047683716","0.699999988079071"
"2025-11-06 04:09:12.005+00","vehicle_001","21.021779266666666","105.9096092","3.700000047683716","0.699999988079071"
"2025-11-06 04:09:12.004+00","vehicle_001","21.021779266666666","105.9096092","3.700000047683716","0.699999988079071"
"2025-11-06 04:09:12.004+00","vehicle_001","21.021779266666666","105.9096092","3.700000047683716","0.699999988079071"
"2025-11-06 04:09:12.004+00","vehicle_001","21.021779266666666","105.9096092","3.700000047683716","0.699999988079071"
"2025-11-06 04:09:12.003+00","vehicle_001","21.021779266666666","105.9096092","3.700000047683716","0.699999988079071"
"2025-11-06 04:09:11.002+00","vehicle_001","21.021779266666666","105.9096092","3.700000047683716","0.699999988079071"
"2025-11-06 04:09:11.001+00","vehicle_001","21.02176873333333","105.90962068333333","3.5999999046325684","0.699999988079071"
"2025-11-06 04:09:11.001+00","vehicle_001","21.02176873333333","105.90962068333333","3.5999999046325684","0.699999988079071"
"2025-11-06 04:09:11.001+00","vehicle_001","21.021779266666666","105.9096092","3.700000047683716","0.699999988079071"
"2025-11-06 04:09:11.001+00","vehicle_001","21.021779266666666","105.9096092","3.700000047683716","0.699999988079071"
"2025-11-06 04:09:10.999+00","vehicle_001","21.02176873333333","105.90962068333333","3.5999999046325684","0.699999988079071"
"2025-11-06 04:09:10.999+00","vehicle_001","21.02176873333333","105.90962068333333","3.5999999046325684","0.699999988079071"
"2025-11-06 04:09:10.999+00","vehicle_001","21.02176873333333","105.90962068333333","3.5999999046325684","0.699999988079071"
"2025-11-06 04:09:10.998+00","vehicle_001","21.02176873333333","105.90962068333333","3.5999999046325684","0.699999988079071"
"2025-11-06 04:09:10.097+00","vehicle_001","21.02176873333333","105.90962068333333","3.5999999046325684","0.699999988079071"
"2025-11-06 04:09:10.096+00","vehicle_001","21.02176873333333","105.90962068333333","3.299999952316284","0.699999988079071"
"2025-11-06 04:09:10.096+00","vehicle_001","21.02176873333333","105.90962068333333","3.299999952316284","0.699999988079071"
"2025-11-06 04:09:10.096+00","vehicle_001","21.02176873333333","105.90962068333333","3.5999999046325684","0.699999988079071"
"2025-11-06 04:09:10.096+00","vehicle_001","21.02176873333333","105.90962068333333","3.5999999046325684","0.699999988079071"
"2025-11-06 04:09:10.095+00","vehicle_001","21.02176873333333","105.90962068333333","3.299999952316284","0.699999988079071"
"2025-11-06 04:09:10.095+00","vehicle_001","21.02176873333333","105.90962068333333","3.299999952316284","0.699999988079071"
"2025-11-06 04:09:10.095+00","vehicle_001","21.021758716666668","105.9096307","3.299999952316284","0.699999988079071"
"2025-11-06 04:09:10.094+00","vehicle_001","21.021758716666668","105.9096307","3.299999952316284","0.699999988079071"
"2025-11-06 04:09:10.094+00","vehicle_001","21.021758716666668","105.9096307","3.299999952316284","0.699999988079071"
"2025-11-06 04:09:10.094+00","vehicle_001","21.021758716666668","105.9096307","3.299999952316284","0.699999988079071"
"2025-11-06 04:09:10.093+00","vehicle_001","21.021758716666668","105.9096307","3.299999952316284","0.699999988079071"
"2025-11-06 04:09:10.093+00","vehicle_001","21.021758716666668","105.9096307","3.299999952316284","0.699999988079071"
"2025-11-06 04:09:10.093+00","vehicle_001","21.021758716666668","105.9096307","3.299999952316284","0.699999988079071"
